"","species_id","fish_id","date","trap","sampling_gear","year","month","filename","image","AMS_rego","publication","stage","protocol","ucrit","notes","TLmm","SLmm","hw","BDmm","PAmm","BAmm","wg","CPDmm","CFDmm","Mamm","CFAmm","species_note","taxa","AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","location","region","lat","lon"
"182","apLI9","20/12/00j4","2000-12-20","mark","light trap",2000,12,"20v12mark4sp9.jpg","20v12v00j4",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",16.82625,NA,12.95679238,10.25293637,0.9,2.9428499,19.57336298,22.12361632,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"183","apLI9","9/12/00j24","2000-12-09","mark","light trap",2000,12,"9v12mark24.jpg","9v12v00j24",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",21.49875,NA,12.35739796,9.713265306,1.3,2.828826531,19.90251458,19.32723344,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"184","apLI9","jml03/20.12.5","2003-12-20","JML03","light trap",2003,12,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",16.78,NA,15.64,12.56,1.65,3.61,25.34,32.83,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"185","apLI9","jml03/15.12.18","2003-12-15","JML03","light trap",2003,12,"15.12.18 & 19.JPG","15.12.18 & 19",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",27.51,NA,17.25,13.8,2.15,4.06,37.16,38.7,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"186","apLI9","jml03/15.12.26","2003-12-15","JML03","light trap",2003,12,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",13.21,NA,16.5,13.02,2,3.87,30.38,34.42,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"187","apLI9","jml03/15.12.28","2003-12-15","JML03","light trap",2003,12,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",14.8,NA,15.39,12.59,2.05,3.66,30.38,32.67,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"188","apLI9","jml03/18.12.7","2003-12-18","JML03","light trap",2003,12,"18.12.7.JPG","18.12.7",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",26.71,NA,15.8,12.35,1.95,3.92,30.39,33.39,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"189","apLI9","jml03/20.12.3","2003-12-20","JML03","light trap",2003,12,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",10.02,NA,24.27,19.39,1.7,5.75,89.83,76.7,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"190","apLI9","jml03/20.12.6","2003-12-20","JML03","light trap",2003,12,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",29.09,NA,14.27,11.55,1.75,7.05,45.47,56.58,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"191","apLI9","15/12/00j18","2000-12-15","mark","light trap",2000,12,"15v12mark18.jpg","15v12v00j18",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",21,NA,13.2101125,11.08068223,1.3,3.062295875,20.78916629,24.04332633,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"192","apLI9","15/12/00j4","2000-12-15","mark","light trap",2000,12,"15v12mark4.jpg","15v12v00j4",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",24.75375,NA,13.83130683,11.07898129,1.25,3.347385291,21.87380341,26.69135659,NA,NA,NA,NA,NA,"sp. D","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"193","apLIb","19/12/00j25","2000-12-19","mark","light trap",2000,12,"19v12mark25.jpg","19v12v00j25",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",5.85375,NA,9.59330059,7.619165401,0.8,1.837390905,7.906894158,10.73105247,NA,NA,NA,NA,NA,"sp. E","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"194","apLIb","10/12/01j33","2001-12-10","sunb","light trap",2001,12,"10v12v01j33.jpg","10v12v01j33",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",15,NA,12.74887218,10.49035088,1.15,2.594235589,16.0683664,18.28050703,NA,1.396694423,2.113531735,9.282235388,4.613667629,"sp. E","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"195","apLIb","10/12/01j6","2001-12-10","bott1","light trap",2001,12,"10v12v01j6.jpg","10v12v01j6",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",15.893,NA,12.78253242,10.71524341,1.3,3.133387632,17.62283788,23.10547064,NA,NA,NA,NA,NA,"sp. E","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"196","apLIb","12/12/01j31","2001-12-12","bott1","light trap",2001,12,"12v12v01j31.jpg","12v12v01j31",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",22.5,NA,13.90994529,11.16339632,1,2.933355967,17.81296243,22.50053477,NA,1.434874486,2.797296983,11.17949439,5.12760858,"sp. E","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"197","apLIb","12/12/01j41","2001-12-12","bott1","light trap",2001,12,"12v12v01j41.jpg","12v12v01j41",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",14.05,NA,13.01087585,10.52883028,1.1,2.550458148,17.02748021,20.25897591,NA,NA,NA,NA,NA,"sp. E","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"198","apLIb","12/12/01j9","2001-12-12","bott1","light trap",2001,12,"12v12v01j9.jpg","12v12v01j9",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",19.251,NA,13.43614799,10.93042916,1.2,2.802227858,19.55161912,22.41794726,NA,NA,NA,NA,NA,"sp. E","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"199","apLIb","14/12/01j12","2001-12-14","bott1","light trap",2001,12,"14v12v01j12bott1.jpg","14v12v01j12",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",21,NA,13.62534649,10.81857983,1.4,2.957332712,19.27350537,22.40212525,NA,NA,NA,NA,NA,"sp. E","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"200","apLIf","20/12/01j16","2001-12-20","sunb","light trap",2001,12,"20v12v01j16.jpg","20v12v01j16",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",22.431,NA,15.25571503,12.13427527,1.6,4.776000597,46.783179,40.98441549,NA,2.108435217,3.547145212,16.7701581,11.54899008,"octospina","Neamia",204285,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=204285","Neamia","Smith & Radcliffe, 1912","accepted",NA,180,"Genus",204285,"Neamia","Smith & Radcliffe, 1912",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Neamia","Froese, R. and D. Pauly. Editors. (2021). FishBase. Neamia Smith & Radcliffe, 1912. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204285 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"201","apLIf","21/12/01j25","2001-12-21","top1","light trap",2001,12,"21v12v01j25top1.jpg","21v12v01j25",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",28.537,NA,14.22588138,10.59419426,1.85,4.12761921,39.80177237,33.69242718,NA,1.820497793,3.015584447,13.6121133,9.164912648,"octospina","Neamia",204285,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=204285","Neamia","Smith & Radcliffe, 1912","accepted",NA,180,"Genus",204285,"Neamia","Smith & Radcliffe, 1912",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Neamia","Froese, R. and D. Pauly. Editors. (2021). FishBase. Neamia Smith & Radcliffe, 1912. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204285 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"202","apLIf","21/12/01j5","2001-12-21","top1","light trap",2001,12,"21v12v01j5top1.jpg","21v12v01j5",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",29.202,NA,14.46715863,11.53523054,2.1,4.511859116,35.95073833,39.0861865,NA,NA,NA,NA,NA,"octospina","Neamia",204285,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=204285","Neamia","Smith & Radcliffe, 1912","accepted",NA,180,"Genus",204285,"Neamia","Smith & Radcliffe, 1912",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Neamia","Froese, R. and D. Pauly. Editors. (2021). FishBase. Neamia Smith & Radcliffe, 1912. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204285 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"203","apLIh","19/12/00j11","2000-12-19","mark","light trap",2000,12,"19v12mark11.jpg","19v12v00j11",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",10.89375,NA,12.75372732,8.988683312,1.7,3.260283815,22.77327746,21.9737748,NA,1.474545455,2.932121212,10.6446281,6.089990817,"sp.","Fowleria",204550,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550","Fowleria","Jordan & Evermann, 1903","accepted",NA,180,"Genus",204550,"Fowleria","Jordan & Evermann, 1903",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Fowleria","Froese, R. and D. Pauly. Editors. (2021). FishBase. Fowleria Jordan & Evermann, 1903. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"204","apLIh","20/12/00j14","2000-12-20","mark","light trap",2000,12,"20v12mark14.jpg","20v12v00j14",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",13.125,NA,11.25767683,9.068057432,0.8,2.933000961,18.98028416,20.20850347,NA,1.565959315,2.592831374,9.629967568,5.748928254,"sp.","Fowleria",204550,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550","Fowleria","Jordan & Evermann, 1903","accepted",NA,180,"Genus",204550,"Fowleria","Jordan & Evermann, 1903",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Fowleria","Froese, R. and D. Pauly. Editors. (2021). FishBase. Fowleria Jordan & Evermann, 1903. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"205","apLIh","29/11/01j29","2001-11-29","sunb","light trap",2001,11,"29v11v01j29.jpg","29v11v01j29",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",16.548,NA,10.12591912,7.957628676,1.2,2.959742647,15.18799673,16.39949178,NA,NA,NA,NA,NA,"sp.","Fowleria",204550,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550","Fowleria","Jordan & Evermann, 1903","accepted",NA,180,"Genus",204550,"Fowleria","Jordan & Evermann, 1903",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Fowleria","Froese, R. and D. Pauly. Editors. (2021). FishBase. Fowleria Jordan & Evermann, 1903. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"206","apLIh","19/11/01j42","2001-11-19","liv","light trap",2001,11,"19v11v01j42.jpg","19v11v01j42",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",12.055,NA,10.43044061,8.211290397,1.1,2.69998613,13.87749187,17.08210129,NA,NA,NA,NA,NA,"sp.","Fowleria",204550,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550","Fowleria","Jordan & Evermann, 1903","accepted",NA,180,"Genus",204550,"Fowleria","Jordan & Evermann, 1903",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Fowleria","Froese, R. and D. Pauly. Editors. (2021). FishBase. Fowleria Jordan & Evermann, 1903. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"207","apLIk","20/12/01j15","2001-12-20","top1","light trap",2001,12,"20v12v01j15.jpg","20v12v01j15",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",34.256,NA,15.10420059,12.14425269,1.9,4.510056859,40.57983198,38.2163664,NA,1.900416068,3.363960573,19.34944258,9.558337586,"sp. F","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"208","apLIk","22/12/00j18","2000-12-22","mark","light trap",2000,12,"22v12mark18.jpg","22v12v00j18",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",20.79,NA,14.65466947,12.05340686,1.9,4.239314999,39.51031793,37.12736919,NA,2.093664712,4.10864642,17.12600771,8.703467337,"sp. F","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"209","apLIk","29/11/01j25","2001-11-29","sunb","light trap",2001,11,"29v11v01j25.jpg","29v11v01j25",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",9.1485,NA,12.37062554,9.507331313,1.4,3.445437362,20.99363732,22.43941257,NA,NA,NA,NA,NA,"sp. F","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"210","apLIk","29/11/01j30","2001-11-29","sunb","light trap",2001,11,"29v11v01j30.jpg","29v11v01j30",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",32.242,NA,13.61124739,11.03772367,1.55,3.958532366,29.90862058,30.16379823,NA,NA,NA,NA,NA,"sp. F","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"211","apLIk","14/12/00j23","2000-12-14","mark","light trap",2000,12,"14v12mark2-23.jpg","14v12v00j23",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",24.15,NA,15.31651786,11.96428571,1.8,4.330803571,27.97154018,38.54432398,NA,NA,NA,NA,NA,"sp. F","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"212","apLIk","15/12/00j9","2000-12-15","mark","light trap",2000,12,"15v12mark9.jpg","15v12v00j9",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",32.8125,NA,13.95200408,11.00076589,1.8,3.902221088,30.70369168,32.92694384,NA,NA,NA,NA,NA,"sp. F","Apogonidae",125518,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518","Apogonidae","Günther, 1859","accepted",NA,140,"Family",125518,"Apogonidae","Günther, 1859",1517499,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae",NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"213","apLIm","11/12/01j39","2001-12-11","sunb","light trap",2001,12,"11v12v01j39.jpg","11v12v01j39",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",41.724,NA,19.13312511,16.23489893,2.1,4.17349284,50.09410203,48.83190971,NA,2.52922423,4.334810418,28.90665934,15.90429119,"exostigma, kalloperus or frenatus","Pristiapogon",205816,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=205816","Pristiapogon","Klunzinger, 1870","accepted",NA,180,"Genus",205816,"Pristiapogon","Klunzinger, 1870",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Pristiapogon","Froese, R. and D. Pauly. Editors. (2021). FishBase. Pristiapogon Klunzinger, 1870. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=205816 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"214","apLIm","17/11/01j39","2001-11-17","liv","light trap",2001,11,"17v11v01olivia1j39.jpg","17v11v01j39",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",42.9845,NA,24.86989294,20.5129867,2.4,5.284699217,81.27745591,77.79869689,NA,3.003002304,5.51586101,42.84236884,16.73308289,"exostigma, kalloperus or frenatus","Pristiapogon",205816,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=205816","Pristiapogon","Klunzinger, 1870","accepted",NA,180,"Genus",205816,"Pristiapogon","Klunzinger, 1870",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Pristiapogon","Froese, R. and D. Pauly. Editors. (2021). FishBase. Pristiapogon Klunzinger, 1870. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=205816 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
"215","apLIm","27/12/01j4","2001-12-27","sunb","light trap",2001,12,"27v12v01j4.jpg","27v12v01j4",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",18.985,NA,19.57037037,15.80756173,2.1,3.739197531,53.62416171,46.41656188,NA,NA,NA,NA,NA,"exostigma, kalloperus or frenatus","Pristiapogon",205816,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=205816","Pristiapogon","Klunzinger, 1870","accepted",NA,180,"Genus",205816,"Pristiapogon","Klunzinger, 1870",267079,"Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Pristiapogon","Froese, R. and D. Pauly. Editors. (2021). FishBase. Pristiapogon Klunzinger, 1870. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=205816 on 2021-11-12","LI","GBR",-14.66893753,145.4400426
